year,institute,branch,category,opening_rank,closing_rank
2025,"AMBEDKAR INST. OF HIGHER EDUCATION ANM SCHOOL, OWN CAMPUS CHHITNAWA, DANAPUR PATNA",A.N.M.,UR,10157,90826
2025,"AMBEDKAR INST. OF HIGHER EDUCATION ANM SCHOOL, OWN CAMPUS CHHITNAWA, DANAPUR PATNA",G.N.M.,UR,1989,87657
2025,"Anamika Nursing and Paramedical College, Sirsa, Katihar",G.N.M.,UR,6970,87835
2025,"ANM NURSES TRAINING CENTRE, LCT GHAT MAINPURA, PATNA.",A.N.M.,UR,9348,90637
2025,"ANUSHKA ANM TRAINING SCHOOL, LAKHISARAI",A.N.M.,UR,13939,90900
2025,"APOLO NURSING TRAINING SCHOOL, SAIDNAGAR, LAHARIYASARAI, DARBHANGA.",G.N.M.,UR,10437,90389
2025,"Applo Nursing training school, Saidnagar, ekmighat, Laheriasarai, Darbhanga",A.N.M.,UR,17552,73271
2025,"Arariya School of Nursing Majgama, Arariya",A.N.M.,UR,15663,85558
2025,"Arjun College of Nursing, Near Madrounee Power Grid, NH- 31 Nawgachiya, Bhagalpur",A.N.M.,UR,8826,88230
2025,"Arjun College of Nursing, Near Madrounee Power Grid, NH- 31 Nawgachiya, Bhagalpur",G.N.M.,UR,4661,90405
2025,"Ashoka Nursing and Paramedical College (ANM School) Lakshubigha, Nagarnausa Nalanda",A.N.M.,UR,33921,83878
2025,"ASHOKA NURSING AND PARAMEDICAL COLLEGE (GNM) SCHOOL LACHUBIGHA,NAGARNOSHA, NALANDA.",G.N.M.,UR,2477,46863
2025,"Ashoka School of Nursing (ANM) Mission Chouck, Barbigha, Sheikhpura",A.N.M.,UR,36699,89485
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",UR,468,3024
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",SC,,527
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",RCG,,1876
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",EWS,,377
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",EBC,,662
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",DQ,,86
2025,"B.M.I.M.S.PAWAPURI, NALANDA","LABORATORY
TECHNICIAN",BC,,825
2025,"B.M.I.M.S.PAWAPURI, NALANDA",O.T. ASSISTANT,UR,258,1750
2025,"B.M.I.M.S.PAWAPURI, NALANDA",O.T. ASSISTANT,SC,,300
2025,"B.M.I.M.S.PAWAPURI, NALANDA",O.T. ASSISTANT,RCG,,1722
2025,"B.M.I.M.S.PAWAPURI, NALANDA",O.T. ASSISTANT,EWS,,329
2025,"B.M.I.M.S.PAWAPURI, NALANDA",O.T. ASSISTANT,EBC,,626
2025,"B.M.I.M.S.PAWAPURI, NALANDA",O.T. ASSISTANT,BC,,939
2025,"B.M.I.M.S.PAWAPURI, NALANDA","OPTHALMIC
ASSISTANT",UR,664,5951
2025,"B.M.I.M.S.PAWAPURI, NALANDA","OPTHALMIC
ASSISTANT",SC,,1494
2025,"B.M.I.M.S.PAWAPURI, NALANDA","OPTHALMIC
ASSISTANT",EWS,,946
2025,"B.M.I.M.S.PAWAPURI, NALANDA","OPTHALMIC
ASSISTANT",EBC,,2291
2025,"B.M.I.M.S.PAWAPURI, NALANDA","OPTHALMIC
ASSISTANT",DQ,,184
2025,"B.M.I.M.S.PAWAPURI, NALANDA","OPTHALMIC
ASSISTANT",BC,,2624
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",UR,2059,5890
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",ST,,106
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",SC,,932
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",EWS,,866
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",EBC,,1135
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",DQ,,92
2025,"B.M.I.M.S.PAWAPURI, NALANDA","X' RAY
TECHNICIAN",BC,,1475
2025,"Baba Kedarnath Nursing College (ANM) Kushalpur Halt, Bhojpur Kadeew, Dumrao, Buxar",A.N.M.,UR,25967,85981
2025,"BABA RAJARAM COLLEGE OF EDUCATION, MATASHI, HALSHI, LAKHISARAI.",G.N.M.,UR,4350,78984
2025,"Baidhnath College of Education, Sour Chandipur, Rajapur, Warisliganj, Nawada",A.N.M.,UR,38386,78590
2025,"BALA JEE NURSING SCHOOL, AADARSH NAGAR, SAMASTIPUR",A.N.M.,UR,18303,89715
2025,"BENIPUR NURSING TRAINING SANSTHAN, BENIPUR, DARBHANGA.",A.N.M.,UR,13020,90767
2025,"Bhagalpur Institute of Nursing, Daudbat, Amrpur, Road Bhagalpur",G.N.M.,UR,15667,90096
2025,"Bindeswari Prasad SinghCollege of Nursing, Gulabbagh, Barh, Patna",A.N.M.,UR,7831,79784
2025,"BUDHA INST. OF HEALTH EDUCATION ANM TRAINING SCHOOL, SINGRA ASTHAN, POLICE LINE, GAYA",A.N.M.,UR,11800,89097
2025,"Champaran Group of Institution, Salim Nagar, Mirdawa, Parsa, Maintand, W. champaran",A.N.M.,UR,47200,62128
2025,"Champaran Group of Institution, Salim Nagar, Mirdawa, Parsa, Maintand, W. champaran",G.N.M.,UR,70885,70885
2025,"Champaran Nursing College, kathari, Post- Sathi, Narkatiyaganj, West Champaran",G.N.M.,UR,23323,90881
2025,"CHANAKYA COLLEGE OF EDUCATION, DULHIN BAZAR, PATNA",G.N.M.,UR,8650,60685
2025,"Chanakya Institute of Health Education and Research, Chanakya Nagar Bailey Road Khagaul, Patna",A.N.M.,UR,41614,83418
2025,"Chanakya School of Nursing and Paramedical, Koilwar, Bhojpur",A.N.M.,UR,79311,79311
2025,"Chanchal Suman Nursing College, Phulwariya, Mahua, Vaishali",G.N.M.,UR,37200,86497
2025,"CHANDARGUPT MAURYA COLLEGE OF EDUCATIONAL KALABHAGAWANPUR, SADISOPUR SARASAT, PATNA.",A.N.M.,UR,17289,84601
2025,"CHAPRA ANM NURSING SCHOOL, RAUJA, VISHANPURA BY PASS MAIN ROAD, CHAPRA SARAN",A.N.M.,UR,18524,82955
2025,"Children Nursing and Paramedical Institute, Satnpur, Samastipur",A.N.M.,UR,61901,90227
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",UR,26,3010
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",SC,,892
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",RCG,,1379
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",EWS,,235
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",EBC,,1419
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",DQ,,49
2025,D.M.C.H. LAHERIASARAI,"LABORATORY
TECHNICIAN",BC,,1492
2025,D.M.C.H. LAHERIASARAI,O.T. ASSISTANT,UR,43,1657
2025,D.M.C.H. LAHERIASARAI,O.T. ASSISTANT,SC,,276
2025,D.M.C.H. LAHERIASARAI,O.T. ASSISTANT,EWS,,343
2025,D.M.C.H. LAHERIASARAI,O.T. ASSISTANT,EBC,,693
2025,D.M.C.H. LAHERIASARAI,O.T. ASSISTANT,DQ,,80
2025,D.M.C.H. LAHERIASARAI,O.T. ASSISTANT,BC,,932
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",UR,1598,6869
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",ST,,217
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",SC,,1444
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",RCG,,4826
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",EWS,,564
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",EBC,,2778
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",DQ,,144
2025,D.M.C.H. LAHERIASARAI,"OPTHALMIC
ASSISTANT",BC,,3043
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",UR,1268,6253
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",SC,,1468
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",RCG,,5216
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",EWS,,409
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",EBC,,2566
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",DQ,,62
2025,D.M.C.H. LAHERIASARAI,"X' RAY
TECHNICIAN",BC,,3032
2025,"D.P. SINGH INST. OF EDUCATION GAUTAM NAGAR, SHAHPUR BHAGANBIGHA RAHUI, BIHAR SHARIF, NALANDA",A.N.M.,UR,12649,82589
2025,"D.P. SINGH INST. OF EDUCATION GAUTAM NAGAR, SHAHPUR BHAGANBIGHA RAHUI, BIHAR SHARIF, NALANDA",G.N.M.,UR,9046,82146
2025,"D.P.S. School of Nursing Dubhal, Chand Choura, Gaya",G.N.M.,UR,8728,89104
2025,"D.T. institute of Nursing and Paramedical, Rubi Mainsn, Mohanpur Road, Samastipur",A.N.M.,UR,50331,88513
2025,"D.T. institute of Nursing and Paramedical, Rubi Mainsn, Mohanpur Road, Samastipur",G.N.M.,UR,72042,72042
2025,"DAKSH SCHOOL OF NURSING AND HOSPITAL, BANK ROAD, CHETNAPURI, DARODA, MAHARAJGANJ, SIWAN",A.N.M.,UR,9475,87857
2025,"DAKSH SCHOOL OF NURSING AND HOSPITAL, DAKSH NAGAR, DHEBAR MAHARAJGANJ, SIWAN",G.N.M.,UR,3104,71503
2025,"DARBHANGA NURSING SCHOOL SHIVDHARA, LNM UNIVERSITY CAMPUS, DARBHANGA",A.N.M.,UR,14496,83468
2025,"Darbhanga Nursing School, Shivdhara, Darbhanga",G.N.M.,UR,43976,86995
2025,"Dasrath Prasad Singh Institute of Health Education, Prahladpur, Bhaya, Silauth, Mushari, Muzaffarpur",A.N.M.,UR,21888,74380
2025,"Dev Vally Global School of Nursing, Vill Erka Colony, Amba, Aurangabad",A.N.M.,UR,8785,85694
2025,"DHANARUA SCHOOL OF NURSING AND PARAMEDICS, EBRAHIMPUR AWADHARA, PAVERY, DHANARUA, PATNA",A.N.M.,UR,26178,70430
2025,"DHANARUA SCHOOL OF NURSING AND PARAMEDICS, EBRAHIMPUR AWADHARA, PAVERY, DHANARUA, PATNA",G.N.M.,UR,5957,73024
2025,"DHANO DEVI ANM NURSING TRAINING SCHOOL BATRAGIBAG, JEHANABAD",A.N.M.,UR,13408,67976
2025,"DHANO DEVI HIGHER EDUCATIONAL GNM SCHOOL, GHOSI ROAD, BATRAGIBAG. JEHANABAD",G.N.M.,UR,12540,73658
2025,"Doon Institute of Nursing and Paramedical Science, Dhodhi Anandkar, Kudhni Muzaffarpur",G.N.M.,UR,29219,69881
2025,"DPS SCHOOL OF NURSING, DUBHAL, CHANDCHAURA, GAYA",A.N.M.,UR,13880,67420
2025,"Dr. M. Kumar Institute of Nursing, Vill+Po- Sisai, Ps- Bhore, Gopalganj",A.N.M.,UR,10394,88445
2025,"Dr. M. Kumar Institute of Nursing, Vill+Po- Sisai, Ps- Bhore, Gopalganj",G.N.M.,UR,6909,89273
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",UR,37,4102
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",SC,,768
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",RCG,,2912
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",EWS,,493
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",EBC,,1596
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",DQ,,7
2025,"G.M.C., BETTIAH","LABORATORY
TECHNICIAN",BC,,1938
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,UR,391,1786
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,ST,,40
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,SC,,436
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,RCG,,1619
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,EWS,,407
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,EBC,,663
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,DQ,,64
2025,"G.M.C., BETTIAH",O.T. ASSISTANT,BC,,980
2025,"G.M.C., BETTIAH","OPTHALMIC
ASSISTANT",UR,3709,6736
2025,"G.M.C., BETTIAH","OPTHALMIC
ASSISTANT",SC,,1732
2025,"G.M.C., BETTIAH","OPTHALMIC
ASSISTANT",EWS,,627
2025,"G.M.C., BETTIAH","OPTHALMIC
ASSISTANT",EBC,,2925
2025,"G.M.C., BETTIAH","OPTHALMIC
ASSISTANT",DQ,,101
2025,"G.M.C., BETTIAH","OPTHALMIC
ASSISTANT",BC,,3055
2025,"G.M.C., BETTIAH","X' RAY
TECHNICIAN",UR,738,6829
2025,"G.M.C., BETTIAH","X' RAY
TECHNICIAN",SC,,1476
2025,"G.M.C., BETTIAH","X' RAY
TECHNICIAN",EWS,,886
2025,"G.M.C., BETTIAH","X' RAY
TECHNICIAN",EBC,,2571
2025,"G.M.C., BETTIAH","X' RAY
TECHNICIAN",DQ,,148
2025,"G.M.C., BETTIAH","X' RAY
TECHNICIAN",BC,,3005
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,UR,157,1643
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,SC,,435
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,RCG,,1112
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,EWS,,151
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,EBC,,806
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,DQ,,285
2025,"G.N.M. SCHOOL OLD SDH, KHAGARIA",G.N.M.,BC,,566
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,UR,588,1983
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,SC,,532
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,RCG,,1206
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,EWS,,340
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,EBC,,831
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,DQ,,114
2025,"G.N.M. SCHOOL, BANKA",G.N.M.,BC,,841
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,UR,631,1328
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,SC,,525
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,RCG,,1511
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,EWS,,386
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,EBC,,808
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,DQ,,91
2025,"G.N.M. SCHOOL, BARKA KATRA, BHABUA",G.N.M.,BC,,1098
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,UR,569,2033
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,ST,,38
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,SC,,504
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,RCG,,1451
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,EWS,,408
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,EBC,,778
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,DQ,,124
2025,"G.N.M. SCHOOL, CHC, RAJAPAKAR, VAISHALI",G.N.M.,BC,,1057
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,UR,208,1999
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,SC,,334
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,RCG,,883
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,EWS,,195
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,EBC,,521
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,DQ,,206
2025,"G.N.M. SCHOOL, LEPROCY HOSPITAL, MUNGER",G.N.M.,BC,,938
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,UR,847,1308
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,ST,,65
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,SC,,528
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,RCG,,1538
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,EWS,,339
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,EBC,,866
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,DQ,,138
2025,"G.N.M. SCHOOL, MAHULI, JAMUI",G.N.M.,BC,,1103
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,UR,12,1337
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,SC,,524
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,RCG,,1341
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,EWS,,287
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,EBC,,692
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,DQ,,323
2025,"G.N.M. SCHOOL, NOONGARH, LAKHISARAI",G.N.M.,BC,,993
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,UR,903,1632
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,ST,,36
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,SC,,567
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,RCG,,1539
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,EWS,,421
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,EBC,,963
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,DQ,,48
2025,"G.N.M. SCHOOL, RAGHOPUR BALAT, MADHUBANI",G.N.M.,BC,,1090
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,UR,518,1637
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,ST,,37
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,SC,,379
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,RCG,,821
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,EWS,,355
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,EBC,,612
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,DQ,,103
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, ARWAL",G.N.M.,BC,,777
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,UR,1269,1269
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,ST,,19
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,SC,,725
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,RCG,,1590
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,EWS,,469
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,EBC,,1036
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,DQ,,133
2025,"G.N.M. SCHOOL, SADAR HOSPITAL, E. CHAMPARAN",G.N.M.,BC,,1159
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,UR,317,1274
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,ST,,22
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,SC,,633
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,RCG,,1557
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,EWS,,466
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,EBC,,1077
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,DQ,,131
2025,"G.N.M. SCHOOL, SDH, MAHARAJGANJ, SIWAN",G.N.M.,BC,,1071
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,UR,427,1067
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,ST,,46
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,SC,,756
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,RCG,,1567
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,EWS,,470
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,EBC,,1039
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,DQ,,139
2025,"G.N.M. SCHOOL, SDH. HATHWA, GOPALGANJ",G.N.M.,BC,,1137
2025,"G.N.M. SCHOOL, SUKHPUR, SUPAUL",G.N.M.,SC,,777
2025,"G.N.M. SCHOOL, SUKHPUR, SUPAUL",G.N.M.,RCG,,1548
2025,"G.N.M. SCHOOL, SUKHPUR, SUPAUL",G.N.M.,EWS,,474
2025,"G.N.M. SCHOOL, SUKHPUR, SUPAUL",G.N.M.,EBC,,1078
2025,"G.N.M. SCHOOL, SUKHPUR, SUPAUL",G.N.M.,DQ,,117
2025,"G.N.M. SCHOOL, SUKHPUR, SUPAUL",G.N.M.,BC,,1043
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,UR,204,1610
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,ST,,15
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,SC,,570
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,RCG,,1520
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,EWS,,367
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,EBC,,864
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,DQ,,166
2025,"G.N.M. SCHOOL, WARD NO. 4 KATIHAR",G.N.M.,BC,,1091
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,UR,463,1716
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,ST,,44
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,SC,,509
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,RCG,,1357
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,EWS,,350
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,EBC,,877
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,DQ,,319
2025,"G.N.M. TRAINING SCHOOL, BUXAR",G.N.M.,BC,,1004
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",UR,70,2510
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",ST,,35
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",SC,,823
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",RCG,,2110
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",EWS,,312
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",EBC,,1117
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",DQ,,232
2025,G.P.I. PAWAPURI,"DIPLOMA IN
PHARMACY",BC,,1198
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",UR,149,2277
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",SC,,784
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",RCG,,1799
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",EWS,,363
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",EBC,,1165
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",DQ,,270
2025,G.P.I. SASARAM,"DIPLOMA IN
PHARMACY",BC,,1174
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",UR,280,2587
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",ST,,25
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",SC,,820
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",RCG,,2967
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",EWS,,533
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",EBC,,1583
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",DQ,,131
2025,G.P.I. SIWAN,"DIPLOMA IN
PHARMACY",BC,,1432
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",UR,79,2605
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",SC,,964
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",RCG,,2083
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",EWS,,516
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",EBC,,1543
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",DQ,,139
2025,"G.P.I., BANKA","DIPLOMA IN
PHARMACY",BC,,1282
2025,"Gangotri Nursing Institute, Knap, Daudnagar, Aurangabad",A.N.M.,UR,19917,89734
2025,"Gangotri Nursing Institute, Knap, Daudnagar, Aurangabad",G.N.M.,UR,12660,64363
2025,"GEMS SCHOOL OF NURSING SIKARIA, INDRAPUR, DEHRI ON SONE, ROHTAS.",A.N.M.,UR,15512,90524
2025,"Global Institute of Nursing and Paramedical Sciences, Pirhi, Dulhin Bazar, Patna",A.N.M.,UR,16494,54006
2025,"Global Institute of Nursing and Paramedical Sciences, Pirhi, Dulhin Bazar, Patna",G.N.M.,UR,13433,65467
2025,"GM PARMAEDICAL COLLEGE, PIPRA DODRAJ, NONPUR, TEGHARA, BEGUSARAI",A.N.M.,UR,9882,89703
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,UR,639,1886
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,ST,,23
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,SC,,554
