year,institute,branch,category,opening_rank,closing_rank
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,RCG,,1220
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,EWS,,260
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,EBC,,775
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,DQ,,73
2025,"GNM SCHOOL ,SAHARSA",G.N.M.,BC,,1040
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,UR,200,885
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,SC,,257
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,RCG,,604
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,EWS,,203
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,EBC,,417
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,DQ,,94
2025,"GNM SCHOOL, JEHANABAD",G.N.M.,BC,,482
2025,"GNM SCHOOL, SASARAM",G.N.M.,UR,245,1386
2025,"GNM SCHOOL, SASARAM",G.N.M.,ST,,24
2025,"GNM SCHOOL, SASARAM",G.N.M.,SC,,314
2025,"GNM SCHOOL, SASARAM",G.N.M.,RCG,,754
2025,"GNM SCHOOL, SASARAM",G.N.M.,EWS,,250
2025,"GNM SCHOOL, SASARAM",G.N.M.,EBC,,509
2025,"GNM SCHOOL, SASARAM",G.N.M.,DQ,,36
2025,"GNM SCHOOL, SASARAM",G.N.M.,BC,,655
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,UR,399,2003
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,ST,,64
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,SC,,494
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,RCG,,1212
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,EWS,,225
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,EBC,,784
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,DQ,,115
2025,"GNM SCHOOL, SHEIKHPURA",G.N.M.,BC,,1062
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,UR,165,568
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,SC,,170
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,RCG,,263
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,EWS,,129
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,EBC,,173
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,DQ,,13
2025,GNM TRAINING SCHOOL A.N.M.M.C.H. GAYA,G.N.M.,BC,,289
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,UR,19,719
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,SC,,310
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,RCG,,542
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,EWS,,76
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,EBC,,289
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,DQ,,256
2025,GNM TRAINING SCHOOL D.M.C.H. DARBHANGA,G.N.M.,BC,,305
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,UR,7,673
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,ST,,16
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,SC,,323
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,RCG,,338
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,EWS,,123
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,EBC,,290
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,DQ,,31
2025,GNM TRAINING SCHOOL J.L.N.M.C.BHAGALPUR,G.N.M.,BC,,261
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,UR,2,207
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,ST,,11
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,SC,,81
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,RCG,,115
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,EWS,,42
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,EBC,,100
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,DQ,,9
2025,"GNM TRAINING SCHOOL N.M.C.H., PATNA",G.N.M.,BC,,110
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,UR,4,185
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,ST,,4
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,SC,,65
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,RCG,,72
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,EWS,,36
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,EBC,,55
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,DQ,,5
2025,"GNM TRAINING SCHOOL P.M.C.H., PATNA",G.N.M.,BC,,52
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,UR,235,796
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,ST,,45
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,SC,,278
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,RCG,,474
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,EWS,,84
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,EBC,,287
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,DQ,,326
2025,"GNM TRAINING SCHOOL S.K.M.C.H., MUZAFFARPUR",G.N.M.,BC,,447
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,UR,680,1285
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,SC,,754
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,RCG,,1521
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,EWS,,244
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,EBC,,969
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,DQ,,161
2025,"GNM TRAINING SCHOOL, BETTIAH, W.CHAMPARAN",G.N.M.,BC,,1086
2025,"Gulab Vishnu Nursing College, Tarapatti, Srawe Khjauli, Madhubani",A.N.M.,UR,42985,81333
2025,"GURO BINDA COLLEGE, ASHOK NAGAR, NAWADA",G.N.M.,UR,4939,84512
2025,"Guru Binda College, Moh- Ashok Nagar, Chatr, Nawada",A.N.M.,UR,18062,89803
2025,"Gurudev College of Nursing and Paramedical Science, Fatehpur, Hajipur Vaishali",A.N.M.,UR,56102,90188
2025,"Gurudev College of Nursing and Paramedical Science, Fatehpur, Hajipur Vaishali",G.N.M.,UR,45515,73477
2025,"GYANJYOTI SCHOOL OF NURSING KALPATRU BHAWAN, ALPATI, DARBHANGA",A.N.M.,UR,8368,82061
2025,"Gyanjyoti School of Nursing, Kalpatru Bhawan, Alalpatti, Darbhanga",G.N.M.,UR,39306,80454
2025,"Gyatri Memorial Paramedical Nursing Institute, Bodhgaya, Road, Kendue Gaya",A.N.M.,UR,12178,88172
2025,"Hemwanti Devi Nursing Sansthan, Bhojpurwa, Gopalganj",A.N.M.,UR,22439,85800
2025,"Himalaya College of Nursing Chiksi, Paliganj, Patna",G.N.M.,UR,7553,82776
2025,"HIMALAYA COLLEGE OF NURSING, CHIKSHI, PALIGANJ, PATNA",A.N.M.,UR,3219,89594
2025,"Hira Singh Dipa Singh Ji College of Heigher Education, Kothua, Aara, Bhojpur",A.N.M.,UR,72192,76158
2025,"HIRAWATI ANM TRAINING SCHOOL, BAGDULHAN D.A.V. CAMPUS, HAJIPUR, VAISHALI",A.N.M.,UR,22829,71712
2025,"Humanity Care Nursing and Paramedical College, Bhikhanpur, Dih, Ramdayalu Nagar, Muzaffarpur",A.N.M.,UR,26049,65157
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",UR,809,3064
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",ST,,66
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",SC,,437
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",RCG,,1956
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",EWS,,436
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",EBC,,1144
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",DQ,,10
2025,J.L.N.M.C.H. BHAGALPUR,"LABORATORY
TECHNICIAN",BC,,813
2025,J.L.N.M.C.H. BHAGALPUR,O.T. ASSISTANT,UR,83,1882
2025,J.L.N.M.C.H. BHAGALPUR,O.T. ASSISTANT,SC,,385
2025,J.L.N.M.C.H. BHAGALPUR,O.T. ASSISTANT,EWS,,331
2025,J.L.N.M.C.H. BHAGALPUR,O.T. ASSISTANT,EBC,,230
2025,J.L.N.M.C.H. BHAGALPUR,O.T. ASSISTANT,BC,,320
2025,J.L.N.M.C.H. BHAGALPUR,"OPTHALMIC
ASSISTANT",UR,2218,6836
2025,J.L.N.M.C.H. BHAGALPUR,"OPTHALMIC
ASSISTANT",SC,,919
2025,J.L.N.M.C.H. BHAGALPUR,"OPTHALMIC
ASSISTANT",EWS,,698
2025,J.L.N.M.C.H. BHAGALPUR,"OPTHALMIC
ASSISTANT",EBC,,3035
2025,J.L.N.M.C.H. BHAGALPUR,"OPTHALMIC
ASSISTANT",DQ,,183
2025,J.L.N.M.C.H. BHAGALPUR,"OPTHALMIC
ASSISTANT",BC,,2940
2025,J.L.N.M.C.H. BHAGALPUR,"X' RAY
TECHNICIAN",UR,1773,6108
2025,J.L.N.M.C.H. BHAGALPUR,"X' RAY
TECHNICIAN",SC,,1211
2025,J.L.N.M.C.H. BHAGALPUR,"X' RAY
TECHNICIAN",EWS,,427
2025,J.L.N.M.C.H. BHAGALPUR,"X' RAY
TECHNICIAN",EBC,,2281
2025,J.L.N.M.C.H. BHAGALPUR,"X' RAY
TECHNICIAN",DQ,,190
2025,J.L.N.M.C.H. BHAGALPUR,"X' RAY
TECHNICIAN",BC,,3077
2025,"J.P. College of Nursing, Madhurapur Ghat, Samastipur",A.N.M.,UR,27323,90061
2025,"JAGDAMBA ANM NURSING SCHOOL, ADARSH NAGAR, SAMASTIPUR",A.N.M.,UR,22589,75254
2025,"Jandaha Nursing Training College, Jagdamba Estate, Jandaha, Vaishali",A.N.M.,UR,81858,81858
2025,"Jandaha Nursing Training College, Jagdamba Estate, Jandaha, Vaishali",G.N.M.,UR,9803,9803
2025,"Jiya ANM School, Brampur, Phulwarisharif, Patna",A.N.M.,UR,52446,82334
2025,"K.K. Institute of Nursing (GNM Training School), Berouti Nepura, Biharsharif, Nalanda",G.N.M.,UR,12467,78868
2025,"Kailash Sushil A.N.M. Nursing Sansthan, Ganeshpur, K. Nagar, Purnea",A.N.M.,UR,30062,90125
2025,"Kailash Sushil A.N.M. Nursing Sansthan, Ganeshpur, K. Nagar, Purnea",G.N.M.,UR,6685,89818
2025,"Kalyan Sewa Sansthan College of Nursing, Simultalla, Jamui",A.N.M.,UR,13955,88044
2025,"Kalyan Sewa Sansthan College of Nursing, Simultalla, Jamui",G.N.M.,UR,15093,45661
2025,"Kamleswari Prasad Singh College of Nursing, Tekabigha, Bakhtiyarpur",A.N.M.,UR,88732,88732
2025,"KATIHAR ANM NURSING TRAINING SCHOOL, NEAR KMCH, BHARIYA RAHIKA, DALAN, KATIHAR",A.N.M.,UR,14204,89129
2025,"KATIHAR GNM NURSING TRAINING SCHOOL, NEAR KMCH BHARIYA, RAHIKA, DALAN, KATIHAR",G.N.M.,UR,2717,87835
2025,"Kedarnath Institute, Bhawnathpur, Sultanganj, Bhagalpur",A.N.M.,UR,20724,89076
2025,"Kedarnath Institute, Bhawnathpur, Sultanganj, Bhagalpur",G.N.M.,UR,1315,88395
2025,"KHAWAJA GARIB NAWAJ SCHOOL OF NURSING SAIDNAGAR, LAHERIASARAI, DARBHANGA",A.N.M.,UR,25266,90288
2025,"L.T. GNM Nursing Institute, Koilwar, Bhojpur",G.N.M.,UR,32641,42367
2025,"Lakhisarai Institute of Nursing Near of Halsi thana, Lakhisarai",G.N.M.,UR,5669,90399
2025,"Lal Devi Paramedical and Nursing School, Mahavir Nagar, Madhepura, Road, Saharsa",G.N.M.,UR,18908,87465
2025,"Lard Budha Koshi Nursing Sansthan, NH-107, Baijnathpur, Saharsa",G.N.M.,UR,19689,90353
2025,"Lav Kush Nursing Institute, Sirsanda, Pranpur, Katihar",A.N.M.,UR,30897,89922
2025,"Lav Kush Nursing Institute, Sirsanda, Pranpur, Katihar",G.N.M.,UR,16105,74069
2025,"Lav Kush Paramedical and Nursing Traning Sansthan, Faijalganj, Sasaram, Rohtas",A.N.M.,UR,47275,88560
2025,"Light Institute of Medical Science and Hospital, Bikramganj, Rohtas",A.N.M.,UR,79858,79858
2025,"Ma Savitri Institute of Nursing and Paramedical Sciences and Hospital, Babupur More, Sabour Bhagalpur",A.N.M.,UR,21654,89513
2025,"MAA BHAGWATI ANM TRAINING SCHOOL, WARD NO. 16, KOTWALI CHOWK, MADHUBANI",A.N.M.,UR,43878,81040
2025,Maa Kanti School of Nursing (GNM Nursing School) Patna- 803201,G.N.M.,UR,49672,86799
2025,"MAA KANTI SCHOOL OF NURSING MOHAMMADPUR, FATHUHA PATNA.",A.N.M.,UR,6582,90555
2025,"MAA KANTI SCHOOL OF NURSING MOHAMMADPUR, FATHUHA PATNA.",G.N.M.,UR,7429,90789
2025,"MAA MUNDESHWARI PARA MEDICAL AND NURSING TRAINING SANSTHAN PODAR, SOHNAN, KAIMUR",A.N.M.,UR,25647,86707
2025,"MAA Savitri Institute of Nursing and Paramedical Sciences and Hospital, Babupur More, Sabour Bhagalpur",G.N.M.,UR,18435,87772
2025,"Maa Sharda College of Technical Education and Reserch, Vasudev Inclave Main Road Kankarbagh, Patna",A.N.M.,UR,90194,90194
2025,"Maa Sharda College of Technical Education and Reserch, Vasudev Inclave Main Road Kankarbagh, Patna",G.N.M.,UR,19588,77376
2025,"Maa tara Chandi Institute, Lalganj, Sasaram Rohtas",A.N.M.,UR,27054,55251
2025,"Maa Tara Institute of Technical Education, Raghunandan Siksha Kendra, Beldari Chak, Patna",A.N.M.,UR,59683,74810
2025,"Maa Tara Institute of Technical Education, Raghunandan Siksha Kendra, Beldari Chak, Patna",G.N.M.,UR,35179,82988
2025,"MAGADH ANM TRAINING SCHOOL, ANAND BIHAR SOBHIYA AKABARPUR, NAWADA.",A.N.M.,UR,21920,89116
2025,"Magadh Paramedical and Nursing Institute, Hardaspur, Mokri, Gaya",G.N.M.,UR,17134,80980
2025,"MAHAVIR NURSING SCHOOL, LASGARIPUR, KANTI, MUZAFARPUR",A.N.M.,UR,28385,90479
2025,"Manav Institute of Nursing training (ANM School) Mahua, Vaishali",A.N.M.,UR,18947,88585
2025,"MANORAMA DEVI SIKARIA ANM TRAINING SCHOOL, RADHA NAGAR, NACCKCHED TOLA, MOTIHARI",A.N.M.,UR,18180,69922
2025,"MATA GUJRI MEMORIAL GNM NURSING SCHOOL, KISHANGANJ",G.N.M.,UR,5933,89292
2025,"Mata Manjharo Ajib Dayal Singh College of Haigher Education, Dulour, Jagdishpur, Bhojpur",A.N.M.,UR,22404,83855
2025,"MEDICAL TRAINING SANSTHAN, JASO ROAD, BUXAR.",G.N.M.,UR,12468,85211
2025,"MGM COLLEGE OF NURSING AND PARAMEDICAL, AZAD NAGAR CHIRAURA, PATNA",A.N.M.,UR,24609,90160
2025,"MGM COLLEGE OF NURSING AND PARAMEDICAL, AZAD NAGAR CHIRAURA, PATNA",G.N.M.,UR,7642,87415
2025,"MITRA ANM TRAINING SCHOOL KAIYA BUDHGARE MUFFASIL, GAYA",A.N.M.,UR,6340,86886
2025,"Modern Institute of Nursing Dhua, Post-Dihua, Bounsi, Banka",G.N.M.,UR,25857,83049
2025,"MONA SCHOOL OF NURSING AND PARAMEDICAL COLLEGE, TRILOK NAGAR, AGAMKUNA, PATNA",G.N.M.,UR,9252,87193
2025,"MONA SCHOOL OF NURSING, TRILOK NAGAR, AGAMKUAN, PATNA",A.N.M.,UR,22967,90503
2025,"MOTHER TERESA NURSING SCHOOL , ARAURA, PAKRI, ARAH.",A.N.M.,UR,27677,90743
2025,"MOTHER TERESA NURSING SCHOOL, MONGRA FATAK DALAN, KATIHAR.",A.N.M.,UR,18966,82142
2025,"MOTHER TERESA SCHOOL OF NURSING 2ND FLOOR MAMTA, HOSPITAL BIHARSHARIF NALANDA",A.N.M.,UR,43829,90413
2025,"Moti Babu Institute of Nursing and Paramedical, Campus Of NH-57 Farbisganj, Arariya",A.N.M.,UR,28556,73758
2025,"Moti Babu Institute of Nursing and Paramedical, Campus Of NH-57 Farbisganj, Arariya",G.N.M.,UR,31517,73133
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",UR,10,867
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",ST,,59
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",SC,,758
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",RCG,,1067
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",EWS,,91
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",EBC,,479
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",DQ,,34
2025,N.M.C.H. PATNA,"LABORATORY
TECHNICIAN",BC,,528
2025,N.M.C.H. PATNA,O.T. ASSISTANT,UR,120,650
2025,N.M.C.H. PATNA,O.T. ASSISTANT,SC,,211
2025,N.M.C.H. PATNA,O.T. ASSISTANT,EWS,,73
2025,N.M.C.H. PATNA,O.T. ASSISTANT,EBC,,236
2025,N.M.C.H. PATNA,O.T. ASSISTANT,DQ,,242
2025,N.M.C.H. PATNA,O.T. ASSISTANT,BC,,332
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",UR,1755,5059
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",SC,,886
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",RCG,,3202
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",EWS,,634
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",EBC,,1981
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",DQ,,142
2025,N.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",BC,,1390
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",UR,875,3683
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",SC,,930
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",RCG,,2800
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",EWS,,426
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",EBC,,1510
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",DQ,,60
2025,N.M.C.H. PATNA,"X' RAY
TECHNICIAN",BC,,1772
2025,"N.P. Institute of Nursing, Vill- Kunda pathraita, Ghatuka Simbha road, Sheikhpura",A.N.M.,UR,67336,67336
2025,"NALANDA NURSING SCHOOL, DINKAR NAGAR, RAJGIR ROAD NALANDA",A.N.M.,UR,6969,86720
2025,"NARAYAN NURSING COLLEGE JAMUHAR, SASARAM, ROHTAS.",G.N.M.,UR,11893,85253
2025,"Narmada ANM, Paramedical Institute Vrindavan Colony, Mubarakpur, Phulwarisharif, Patna",A.N.M.,UR,47940,49094
2025,"NATIONAL INST. OF NURSING AND PARAMEDICAL SCIENCE,CHANDI NALANDA",A.N.M.,UR,20434,76127
2025,"Navrang Prabhunath Institute of Nursing and Hospital, Vill+po- Semriya, Navtan, Siwan",G.N.M.,UR,12721,78293
2025,"NAWADA COLLEGE OF NURSING, ASHOK NAGAR, NAWADA",A.N.M.,UR,19971,68200
2025,"New India Institute of Nursing Studies, Belouree, Purnea",G.N.M.,UR,33914,53627
2025,"NUTAN COLLEGE OF NURSING, DHANHARA, MANIK CHOWK, SITAMARHI.",A.N.M.,UR,17217,90636
2025,"NUTAN COLLEGE OF NURSING, DHANHARA, MANIK CHOWK, SITAMARHI.",G.N.M.,UR,13036,90673
2025,"OM SAI SHIV NURSING COLLEGE, CHHOTI AGHU, MOHAN AGHU, BEGUSARAI",A.N.M.,UR,8325,80422
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",UR,214,2872
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",SC,,807
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",RCG,,2251
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",EWS,,290
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",EBC,,1279
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",DQ,,139
2025,P.H.I. PATNA,"LABORATORY
TECHNICIAN",BC,,1483
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",UR,700,8289
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",ST,,127
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",SC,,1601
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",RCG,,6609
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",EWS,,1076
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",EBC,,3308
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",DQ,,195
2025,P.H.I. PATNA,"SANITARY
INSPECTOR",BC,,3604
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",UR,13,846
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",SC,,677
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",RCG,,654
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",EWS,,69
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",EBC,,228
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",DQ,,244
2025,P.M.C.H. PATNA,"LABORATORY
TECHNICIAN",BC,,271
2025,P.M.C.H. PATNA,O.T. ASSISTANT,UR,22,538
2025,P.M.C.H. PATNA,O.T. ASSISTANT,SC,,177
2025,P.M.C.H. PATNA,O.T. ASSISTANT,RCG,,329
2025,P.M.C.H. PATNA,O.T. ASSISTANT,EWS,,51
2025,P.M.C.H. PATNA,O.T. ASSISTANT,EBC,,490
2025,P.M.C.H. PATNA,O.T. ASSISTANT,DQ,,150
2025,P.M.C.H. PATNA,O.T. ASSISTANT,BC,,147
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",UR,473,4592
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",ST,,178
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",SC,,766
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",RCG,,2228
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",EWS,,480
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",EBC,,2052
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",DQ,,141
2025,P.M.C.H. PATNA,"OPTHALMIC
ASSISTANT",BC,,2256
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",UR,161,3127
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",SC,,344
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",RCG,,683
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",EWS,,279
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",EBC,,1205
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",DQ,,17
2025,P.M.C.H. PATNA,"X' RAY
TECHNICIAN",BC,,1627
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",UR,2877,8416
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",SC,,1956
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",RCG,,7231
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",EWS,,1185
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",EBC,,4008
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",DQ,,306
2025,"P.M.I. MAHULI, JAMUI","SANITARY
INSPECTOR",BC,,4105
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","HOSPITAL &
DOMICILIARY
CARE ASSISTANT",SC,,2710
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","HOSPITAL &
DOMICILIARY
CARE ASSISTANT",RCG,,8905
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","HOSPITAL &
DOMICILIARY
CARE ASSISTANT",EWS,,1677
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","HOSPITAL &
DOMICILIARY
CARE ASSISTANT",EBC,,5061
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","HOSPITAL &
DOMICILIARY
CARE ASSISTANT",DQ,,322
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","HOSPITAL &
DOMICILIARY
CARE ASSISTANT",BC,,4451
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",UR,3110,3110
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",ST,,218
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",SC,,2812
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",RCG,,9080
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",EWS,,1710
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",EBC,,5337
2025,"P.M.I. MAKHDUMPUR PHC, SHEIKHPURA","ORTHOPEDIC &
PLASTER TECH.",BC,,4591
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",UR,3799,4074
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",ST,,192
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",SC,,2887
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",RCG,,9051
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",EWS,,1694
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",EBC,,5143
2025,"P.M.I. MOTIHARA, KISHANGANJ","ANAESTHESIA
TECH.",DQ,,201
